,Conglomerado,Anio,Estado,Municipio,Causa,ImpactoVegetacion,ImpactoSuelo,ImpactoAgua,Observaciones
215,61662,2009,Veracruz de Ignacio de la Llave,Paso de Ovejas,Apertura de caminos,Mediana,Mediana,No perceptible,Veredas de paso
216,61662,2009,Veracruz de Ignacio de la Llave,Paso de Ovejas,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Para postes
217,61662,2009,Veracruz de Ignacio de la Llave,Paso de Ovejas,Uso del suelo diferente al forestal,Menor,No perceptible,No perceptible,Pastizal inducido
218,61662,2009,Veracruz de Ignacio de la Llave,Paso de Ovejas,Incendios,No perceptible,No perceptible,No perceptible,Quemas agropecuarias
219,61662,2009,Veracruz de Ignacio de la Llave,Paso de Ovejas,Pastoreo,Menor,Menor,No perceptible,Ganado vacuno
220,61662,2009,Veracruz de Ignacio de la Llave,Paso de Ovejas,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Insectos
221,61872,2009,Puebla,Chiautzingo,Apertura de caminos,Menor,Menor,No perceptible,Brecha
222,61872,2009,Puebla,Chiautzingo,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Recolección de leña
223,62137,2009,Puebla,Tepatlaxco de Hidalgo,Apertura de caminos,Mediana,Menor,No perceptible,Brecha en desuso
224,62137,2009,Puebla,Tepatlaxco de Hidalgo,Incendios,Menor,Menor,No perceptible,Superficial
225,62137,2009,Puebla,Tepatlaxco de Hidalgo,Pastoreo,Mediana,Menor,No perceptible,Ganado bovino
226,62152,2009,Puebla,Tlachichuca,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Agricultura de temporal
227,62152,2009,Puebla,Tlachichuca,Pastoreo,Mediana,Menor,No perceptible,Ovinos
228,62376,2009,Puebla,San Nicolas de los Ranchos,Incendios,Menor,No perceptible,No perceptible,Incendio superficial
229,62376,2009,Puebla,San Nicolas de los Ranchos,Pastoreo,Menor,Menor,No perceptible,Ganado vacuno pastoreando
230,62396,2009,Puebla,Mazapiltepec de Juarez,Apertura de caminos,Mediana,Menor,No perceptible,"Brechas, veredas"
231,62396,2009,Puebla,Mazapiltepec de Juarez,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Agricultura
232,62396,2009,Puebla,Mazapiltepec de Juarez,Incendios,Menor,No perceptible,No perceptible,Superficial
233,62396,2009,Puebla,Mazapiltepec de Juarez,Pastoreo,No perceptible,No perceptible,No perceptible,Ganado vacuno
234,62406,2009,Veracruz de Ignacio de la Llave,Calcahualco,Apertura de caminos,Menor,Menor,No perceptible,Veredas
235,62406,2009,Veracruz de Ignacio de la Llave,Calcahualco,Aprovechamientos forestales,Mayor,Menor,No perceptible,Tala clandestina
236,62406,2009,Veracruz de Ignacio de la Llave,Calcahualco,Uso del suelo diferente al forestal,Menor,No perceptible,No perceptible,Agricultura de temporal
237,62406,2009,Veracruz de Ignacio de la Llave,Calcahualco,Incendios,No perceptible,No perceptible,No perceptible,Hace 11 años casi imperceptible|
238,62638,2009,Puebla,Amozoc,Apertura de caminos,Menor,Menor,No perceptible,Autopista de cuota Puebla - Tehuacan
239,62638,2009,Puebla,Amozoc,Uso del suelo diferente al forestal,Mayor,Menor,No perceptible,Agricultura de temporal
240,62638,2009,Puebla,Amozoc,Lineas Electricas,Menor,Menor,No perceptible,Torres de alta tensión
241,62658,2009,Veracruz de Ignacio de la Llave,Coscomatepec,Uso del suelo diferente al forestal,Mayor,Menor,No perceptible,Agricultura de temporal
242,62658,2009,Veracruz de Ignacio de la Llave,Coscomatepec,Pastoreo,Menor,No perceptible,No perceptible,Bovinos
243,62658,2009,Veracruz de Ignacio de la Llave,Coscomatepec,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Plantas parásitas
244,62663,2009,Veracruz de Ignacio de la Llave,Tepatlaxco,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Extracción de leña
245,62663,2009,Veracruz de Ignacio de la Llave,Tepatlaxco,Uso del suelo diferente al forestal,Menor,No perceptible,No perceptible,Agricultura de temporal
246,62663,2009,Veracruz de Ignacio de la Llave,Tepatlaxco,Huracanes,No perceptible,No perceptible,No perceptible,Fuertes vientos
247,62663,2009,Veracruz de Ignacio de la Llave,Tepatlaxco,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Insectos
248,62678,2009,Veracruz de Ignacio de la Llave,Medellín,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Pastizal inducido
249,62678,2009,Veracruz de Ignacio de la Llave,Medellín,Inundaciones,No perceptible,No perceptible,No perceptible,Fuertes lluvias
250,62678,2009,Veracruz de Ignacio de la Llave,Medellín,Pastoreo,No perceptible,No perceptible,No perceptible,Ganado vacuno
251,62678,2009,Veracruz de Ignacio de la Llave,Medellín,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Insectos
252,62878,2009,Puebla,Tianguismanalco,Uso del suelo diferente al forestal,Menor,Menor,Menor,Agricultura de temporal
253,62878,2009,Puebla,Tianguismanalco,Incendios,Mediana,Mediana,Mediana,Presencia de incendios
254,63120,2009,Puebla,Atlixco,Apertura de caminos,No perceptible,No perceptible,No perceptible,Veredas
255,63120,2009,Puebla,Atlixco,Pastoreo,Menor,No perceptible,No perceptible,Ganado Bovino y equino
256,63619,2009,Puebla,Tochimilco,Apertura de caminos,Mayor,Mayor,No perceptible,Brechas y veredas de cultivo
257,63619,2009,Puebla,Tochimilco,Uso del suelo diferente al forestal,Mayor,Mediana,No perceptible,Parcela de cultivo
258,63619,2009,Puebla,Tochimilco,Pastoreo,No perceptible,No perceptible,No perceptible,Equino
259,63629,2009,Puebla,Puebla,Apertura de caminos,Mediana,Mediana,Menor,Veredas
260,63629,2009,Puebla,Puebla,Aprovechamientos forestales,Mediana,Mediana,No perceptible,Extracción de leña
261,63629,2009,Puebla,Puebla,Uso del suelo diferente al forestal,Mediana,Mayor,No perceptible,Potrero
262,63629,2009,Puebla,Puebla,Pastoreo,Mediana,Mediana,Menor,Vacuno
263,63629,2009,Puebla,Puebla,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador
264,63639,2009,Puebla,Tecamachalco,Incendios,Menor,No perceptible,No perceptible,superficial
265,63639,2009,Puebla,Tecamachalco,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos
266,63649,2009,Veracruz de Ignacio de la Llave,Nogales,Aprovechamientos forestales,Menor,Menor,No perceptible,Carbonera
267,63649,2009,Veracruz de Ignacio de la Llave,Nogales,Pastoreo,Menor,Menor,No perceptible,Ganado bovino
268,63659,2009,Veracruz de Ignacio de la Llave,Cuitlahuac,Apertura de caminos,Mayor,Mayor,Menor,Calle principal del pueblo
269,63659,2009,Veracruz de Ignacio de la Llave,Cuitlahuac,Aprovechamientos forestales,Mayor,Mayor,Menor,Auto consumo
270,63659,2009,Veracruz de Ignacio de la Llave,Cuitlahuac,Asentamientos humanos,Mediana,Mediana,Menor,Casas habitación
271,63659,2009,Veracruz de Ignacio de la Llave,Cuitlahuac,Uso del suelo diferente al forestal,Mayor,Mayor,No perceptible,"Zona urbana, cultivos seiperenes"
272,63659,2009,Veracruz de Ignacio de la Llave,Cuitlahuac,Lineas Electricas,Mediana,Mediana,Menor,Alambrado
273,63659,2009,Veracruz de Ignacio de la Llave,Cuitlahuac,Pastoreo,Mediana,Mediana,No perceptible,Pollos y puercos
274,63659,2009,Veracruz de Ignacio de la Llave,Cuitlahuac,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Insectos
275,63679,2009,Veracruz de Ignacio de la Llave,Alvarado,Huracanes,Menor,No perceptible,No perceptible,Fuertes vientos
276,63679,2009,Veracruz de Ignacio de la Llave,Alvarado,Pastoreo,Menor,Menor,No perceptible,Ganado vacuno
277,63679,2009,Veracruz de Ignacio de la Llave,Alvarado,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Insectos
278,63885,2009,Puebla,San Diego la Mesa Tochimiltz,Apertura de caminos,Mediana,Mayor,No perceptible,Veredas
279,63885,2009,Puebla,San Diego la Mesa Tochimiltz,Pastoreo,Mediana,Menor,No perceptible,Vacuno
280,63885,2009,Puebla,San Diego la Mesa Tochimiltz,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador y hormiga
281,63910,2009,Veracruz de Ignacio de la Llave,Tlilapan,Apertura de caminos,Mediana,Mediana,No perceptible,Brecha
282,63910,2009,Veracruz de Ignacio de la Llave,Tlilapan,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Cafetal
283,63915,2009,Veracruz de Ignacio de la Llave,Amatlan de los Reyes,Apertura de caminos,Mediana,Menor,No perceptible,Vereda
284,63915,2009,Veracruz de Ignacio de la Llave,Amatlan de los Reyes,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Extraccion de madera
285,63915,2009,Veracruz de Ignacio de la Llave,Amatlan de los Reyes,Uso del suelo diferente al forestal,Menor,No perceptible,No perceptible,Cultivos semiperenes
286,63915,2009,Veracruz de Ignacio de la Llave,Amatlan de los Reyes,Huracanes,No perceptible,No perceptible,No perceptible,Fuertes vientos
287,63915,2009,Veracruz de Ignacio de la Llave,Amatlan de los Reyes,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Hongos e insectos
288,64149,2009,Puebla,Teopantlan,Apertura de caminos,Mayor,Mayor,Menor,Veredas
289,64149,2009,Puebla,Teopantlan,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tala
290,64149,2009,Puebla,Teopantlan,Uso del suelo diferente al forestal,Mayor,Mediana,No perceptible,Potrero
291,64149,2009,Puebla,Teopantlan,Pastoreo,Mayor,Mediana,No perceptible,Vacuno
292,64149,2009,Puebla,Teopantlan,Plagas y enfermedades,Mayor,No perceptible,No perceptible,Defoliador
293,64169,2009,Veracruz de Ignacio de la Llave,Acultzingo,Apertura de caminos,Mediana,Menor,No perceptible,Vereda a terrenos comunales
294,64169,2009,Veracruz de Ignacio de la Llave,Acultzingo,Aprovechamientos forestales,Mayor,Mayor,No perceptible,Tala clandestina y uso común (Carbón)
295,64169,2009,Veracruz de Ignacio de la Llave,Acultzingo,Pastoreo,Mediana,Mediana,No perceptible,"Ganado (Vacuno, Bovino)"
296,64174,2009,Veracruz de Ignacio de la Llave,Tequila,Uso del suelo diferente al forestal,Mediana,No perceptible,No perceptible,Agricultura de temporal
297,64184,2009,Veracruz de Ignacio de la Llave,Cuitlahuac,Apertura de caminos,Mediana,Mediana,No perceptible,brechas
298,64184,2009,Veracruz de Ignacio de la Llave,Cuitlahuac,Pastoreo,Mediana,Mediana,No perceptible,Vacuno
299,64184,2009,Veracruz de Ignacio de la Llave,Cuitlahuac,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Insectos
300,64199,2009,Veracruz de Ignacio de la Llave,Alvarado,Pastoreo,Menor,Mediana,Mediana,Vacas
301,64204,2009,Veracruz de Ignacio de la Llave,Alvarado,Uso del suelo diferente al forestal,Menor,Menor,Menor,Pastizal Inducido
302,64204,2009,Veracruz de Ignacio de la Llave,Alvarado,Inundaciones,Menor,Menor,No perceptible,Terreno inundado
303,64204,2009,Veracruz de Ignacio de la Llave,Alvarado,Pastoreo,No perceptible,No perceptible,No perceptible,Ganado vacuno
304,64416,2009,Puebla,San Diego la Mesa Tochimiltz,Apertura de caminos,Menor,No perceptible,No perceptible,Vereda
305,64416,2009,Puebla,San Diego la Mesa Tochimiltz,Pastoreo,Menor,Menor,No perceptible,Vacuno
306,64416,2009,Puebla,San Diego la Mesa Tochimiltz,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador
307,64446,2009,Veracruz de Ignacio de la Llave,Zongolica,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,"Cafetal, Agricultura temporal"
308,64446,2009,Veracruz de Ignacio de la Llave,Zongolica,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos
309,64471,2009,Veracruz de Ignacio de la Llave,Alvarado,Pastoreo,Menor,Menor,Menor,vacas
310,64678,2009,Puebla,Cohuecan,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Potrero
311,64678,2009,Puebla,Cohuecan,Pastoreo,Menor,Menor,No perceptible,Ganado bovino
312,64688,2009,Puebla,Teopantlan,Incendios,No perceptible,No perceptible,No perceptible,Superficial
313,64688,2009,Puebla,Teopantlan,Pastoreo,Menor,Menor,No perceptible,Vacuno
314,64688,2009,Puebla,Teopantlan,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Defoliador, hormigas"
315,64708,2009,Puebla,Nicolas Bravo,Apertura de caminos,Menor,Menor,No perceptible,Brecha cortafuego
316,64708,2009,Puebla,Nicolas Bravo,Aprovechamientos forestales,Mediana,Menor,No perceptible,Tala clandestina para uso común
317,64708,2009,Puebla,Nicolas Bravo,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos y plantas parasitas
318,64713,2009,Veracruz de Ignacio de la Llave,Atlahuilco,Apertura de caminos,Menor,Menor,No perceptible,Vereda a rancho
319,64713,2009,Veracruz de Ignacio de la Llave,Atlahuilco,Aprovechamientos forestales,Menor,Menor,No perceptible,Tala uso comun y clandestino
320,64713,2009,Veracruz de Ignacio de la Llave,Atlahuilco,Asentamientos humanos,Menor,Menor,No perceptible,Rancho casa habitación.
321,64713,2009,Veracruz de Ignacio de la Llave,Atlahuilco,Uso del suelo diferente al forestal,Mayor,Mediana,Menor,Cultivo de temporal
322,64713,2009,Veracruz de Ignacio de la Llave,Atlahuilco,Incendios,Mayor,Mayor,Menor,Quemas agropecuarias
323,64713,2009,Veracruz de Ignacio de la Llave,Atlahuilco,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos y plantas parásitas
324,64718,2009,Veracruz de Ignacio de la Llave,Tezonapa,Uso del suelo diferente al forestal,Menor,No perceptible,No perceptible,Cafetal
325,64728,2009,Veracruz de Ignacio de la Llave,Tierra Blanca,Pastoreo,Mediana,Mediana,No perceptible,Vacuno
326,64748,2009,Veracruz de Ignacio de la Llave,Angel R. Cabada,Aprovechamientos forestales,Mayor,Mayor,Menor,postes ganaderos
327,64748,2009,Veracruz de Ignacio de la Llave,Angel R. Cabada,Uso del suelo diferente al forestal,Mediana,Mediana,No perceptible,cultivos semiperenes (caña de azucar)
328,64748,2009,Veracruz de Ignacio de la Llave,Angel R. Cabada,Pastoreo,Mayor,Mayor,Menor,Ganado vacuno
329,64748,2009,Veracruz de Ignacio de la Llave,Angel R. Cabada,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Insectos
330,64753,2009,Veracruz de Ignacio de la Llave,San Andres Tuxtla,Incendios,Mediana,No perceptible,No perceptible,años anteriores
331,64753,2009,Veracruz de Ignacio de la Llave,San Andres Tuxtla,Pastoreo,Mediana,Mediana,No perceptible,ganado vacuno
332,64981,2009,Puebla,Vicente Guerrero,Apertura de caminos,Menor,No perceptible,No perceptible,Vered de conexión a rancho  Pericón
333,64981,2009,Puebla,Vicente Guerrero,Aprovechamientos forestales,Mediana,Mediana,Menor,Tala clandestina y uso común carbón
334,64981,2009,Puebla,Vicente Guerrero,Asentamientos humanos,No perceptible,No perceptible,No perceptible,Rancho coyote
335,64981,2009,Puebla,Vicente Guerrero,Uso del suelo diferente al forestal,Mayor,Mediana,Mediana,Cultivo de temporal
336,64981,2009,Puebla,Vicente Guerrero,Incendios,Mediana,Mayor,Menor,Quemas agropecuarias
337,64981,2009,Puebla,Vicente Guerrero,Pastoreo,Mediana,Menor,Menor,"Ganado vacuno, Bovino"
338,64981,2009,Puebla,Vicente Guerrero,Plagas y enfermedades,Menor,No perceptible,No perceptible,Plantas parásitas e insectos
339,64991,2009,Veracruz de Ignacio de la Llave,Tezonapa,Uso del suelo diferente al forestal,Menor,No perceptible,No perceptible,Agricultura de temporal abandonada
340,65265,2009,Veracruz de Ignacio de la Llave,Astacinga,Apertura de caminos,Menor,Menor,No perceptible,Brecha a terrenos de cultivo
341,65265,2009,Veracruz de Ignacio de la Llave,Astacinga,Aprovechamientos forestales,Mediana,Menor,No perceptible,Tala clandestina
342,65265,2009,Veracruz de Ignacio de la Llave,Astacinga,Asentamientos humanos,Menor,Menor,No perceptible,Rancho(casa habitación de temporada)
343,65265,2009,Veracruz de Ignacio de la Llave,Astacinga,Uso del suelo diferente al forestal,Mayor,Mediana,Menor,Cultivo de temporal
344,65265,2009,Veracruz de Ignacio de la Llave,Astacinga,Incendios,No perceptible,No perceptible,No perceptible,Años anteriores
345,65265,2009,Veracruz de Ignacio de la Llave,Astacinga,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos y plantas parásitas
346,65270,2009,Veracruz de Ignacio de la Llave,Zongolica,Apertura de caminos,Menor,Mediana,No perceptible,Carretera
347,65270,2009,Veracruz de Ignacio de la Llave,Zongolica,Uso del suelo diferente al forestal,Menor,No perceptible,No perceptible,Cafetal y pastizal
348,65270,2009,Veracruz de Ignacio de la Llave,Zongolica,Lineas Electricas,Menor,No perceptible,No perceptible,Lineas electricas
349,65270,2009,Veracruz de Ignacio de la Llave,Zongolica,Pastoreo,Menor,No perceptible,No perceptible,Bovinos
350,65556,2009,Veracruz de Ignacio de la Llave,Tehuipango,Apertura de caminos,Mediana,Mediana,Mediana,Brecha (comunicación de pueblos)
351,65556,2009,Veracruz de Ignacio de la Llave,Tehuipango,Aprovechamientos forestales,Mediana,Menor,Menor,Aprovechamiento uso comuún
352,65556,2009,Veracruz de Ignacio de la Llave,Tehuipango,Uso del suelo diferente al forestal,Mayor,Mediana,Menor,Cultivo de temporal
353,65556,2009,Veracruz de Ignacio de la Llave,Tehuipango,Lineas Electricas,Mayor,Mediana,No perceptible,Ampliación de luz a pueblos
354,65556,2009,Veracruz de Ignacio de la Llave,Tehuipango,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos
355,65601,2009,Veracruz de Ignacio de la Llave,Catemaco,Huracanes,Menor,No perceptible,No perceptible,Ramas quebradas
356,65601,2009,Veracruz de Ignacio de la Llave,Catemaco,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Plantas parásitas, insectos, algunos hongos."
357,65828,2009,Puebla,Ixcaquixtla,Apertura de caminos,Mayor,Mayor,Menor,Brechas para siembra
358,65828,2009,Puebla,Ixcaquixtla,Aprovechamientos forestales,Mayor,Mayor,Mayor,Tala para sembrar
359,65828,2009,Puebla,Ixcaquixtla,Uso del suelo diferente al forestal,Mayor,Mayor,Mayor,agricultura de riego y temporal
360,65843,2009,Puebla,Vicente Guerrero,Apertura de caminos,Mediana,Menor,No perceptible,Veredas
361,65843,2009,Puebla,Vicente Guerrero,Aprovechamientos forestales,Mediana,Menor,Menor,Tala clandestina
362,65843,2009,Puebla,Vicente Guerrero,Pastoreo,Mediana,Menor,Menor,"Ganado Caprino, Bovino, Vacuno"
363,65843,2009,Puebla,Vicente Guerrero,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Plantas parásitas
364,65848,2009,Puebla,Eloxochitlan,Apertura de caminos,Menor,Menor,No perceptible,Veredas para sembrar
365,65848,2009,Puebla,Eloxochitlan,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Agricultura de temporal
366,65848,2009,Puebla,Eloxochitlan,Lineas Electricas,Menor,Menor,No perceptible,Tendido eléctrico
367,65848,2009,Puebla,Eloxochitlan,Plagas y enfermedades,Menor,Mediana,No perceptible,Insectos en hojas (arbustos) y árboles enfermos.
368,65868,2009,Veracruz de Ignacio de la Llave,Ixmatlahuacan,Inundaciones,No perceptible,No perceptible,No perceptible,Zona baja tiende a inundarse
369,65868,2009,Veracruz de Ignacio de la Llave,Ixmatlahuacan,Pastoreo,Mediana,Mediana,Mediana,Vacuno
370,66403,2009,Puebla,Cuayuca de Andrade,Incendios,Menor,Menor,No perceptible,Superficialq
371,66403,2009,Puebla,Cuayuca de Andrade,Pastoreo,Menor,Menor,No perceptible,Vacuno
372,66403,2009,Puebla,Cuayuca de Andrade,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador
373,66413,2009,Puebla,Atexcal,Pastoreo,Menor,No perceptible,No perceptible,Ganado caprino
374,66423,2009,Puebla,Ajalpan,Aprovechamientos forestales,Mediana,Menor,Menor,Tala clandestina
